,index_id,Rev_Date,Date,Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Year,Week,sales_diff
2460,18-2010-08-27,2010-08-27,2010-08-27,18,1214302.76,0,67.05,2.77,132.6932258,9.342,8,2010,34,72442.09000000008
2440,18-2010-09-04,2010-09-04,2010-09-04,18,1174447.55,0,59.91,2.849,131.9408065,9.269,9,2010,35,-39855.20999999996
2453,18-2010-09-07,2010-09-07,2010-09-07,18,1171391.41,0,79.75,2.806,132.5461333,9.342,9,2010,36,-3056.1400000001304
2463,18-2010-09-17,2010-09-17,2010-09-17,18,997998.21,0,60.94,2.716,132.7670667,9.342,9,2010,37,-173393.19999999995
2464,18-2010-09-24,2010-09-24,2010-09-24,18,950862.92,0,64.82,2.718,132.7619333,9.342,9,2010,38,-47135.28999999992
2462,18-2010-10-09,2010-10-09,2010-10-09,18,1011201.12,1,67.09,2.717,132.7564516,9.342,10,2010,40,60338.19999999995
2475,18-2010-10-12,2010-10-12,2010-10-12,18,1416168.98,0,25.64,3.132,132.6764,9.331,10,2010,41,404967.86
2467,18-2010-10-15,2010-10-15,2010-10-15,18,1029618.1,0,52.02,2.878,132.7633548,9.331,10,2010,41,-386550.88
2468,18-2010-10-22,2010-10-22,2010-10-22,18,1052120.43,0,47.12,2.919,132.8170968,9.331,10,2010,42,22502.329999999958
2469,18-2010-10-29,2010-10-29,2010-10-29,18,1038576.54,0,55.85,2.938,132.8708387,9.331,10,2010,43,-13543.889999999898
2449,18-2010-11-06,2010-11-06,2010-11-06,18,1173521.82,0,64.08,2.83,132.4357419,9.269,11,2010,44,134945.28000000003
2472,18-2010-11-19,2010-11-19,2010-11-19,18,1045722.37,0,45.26,3.03,132.9172,9.331,11,2010,46,-127799.45000000007
2473,18-2010-11-26,2010-11-26,2010-11-26,18,1653759.36,1,40.81,3.07,132.8369333,9.331,11,2010,47,608036.9900000001
2432,18-2010-12-02,2010-12-02,2010-12-02,18,1187880.7,1,26.41,2.771,131.5866129,9.202,12,2010,48,-465878.66000000015
2436,18-2010-12-03,2010-12-03,2010-12-03,18,1138800.32,0,42.39,2.805,131.784,9.202,12,2010,48,-49080.37999999989
2471,18-2010-12-11,2010-12-11,2010-12-11,18,1081322.12,0,43.17,2.961,132.9783226,9.331,12,2010,49,-57478.19999999995
2476,18-2010-12-17,2010-12-17,2010-12-17,18,1588430.71,0,27.4,3.139,132.6804516,9.331,12,2010,50,507108.58999999985
2477,18-2010-12-24,2010-12-24,2010-12-24,18,2027507.15,0,28.16,3.15,132.7477419,9.331,12,2010,51,439076.43999999994
2478,18-2010-12-31,2010-12-31,2010-12-31,18,887907.01,1,26.1,3.177,132.8150323,9.331,12,2010,52,-1139600.14
2491,18-2011-01-04,2011-01-04,2011-01-04,18,938083.17,0,35.06,3.638,134.0682581,8.975,1,2011,1,50176.16000000003
2504,18-2011-01-07,2011-01-07,2011-01-07,18,1087051.26,0,69.75,3.815,135.4468,8.89,1,2011,1,148968.08999999997
2480,18-2011-01-14,2011-01-14,2011-01-14,18,777175.28,0,22.69,3.215,132.9510645,9.131,1,2011,2,-309875.98
2481,18-2011-01-21,2011-01-21,2011-01-21,18,891148.55,0,22.55,3.232,133.0285161,9.131,1,2011,3,113973.27000000002
2482,18-2011-01-28,2011-01-28,2011-01-28,18,849540.85,0,14.84,3.243,133.1059677,9.131,1,2011,4,-41607.70000000007
2513,18-2011-02-09,2011-02-09,2011-02-09,18,540922.94,0,68.23,3.784,136.2440968,8.89,2,2011,6,-308617.91000000003
2526,18-2011-02-12,2011-02-12,2011-02-12,18,1188047.61,0,46.25,3.501,136.4909333,8.471,2,2011,6,647124.6700000002
2485,18-2011-02-18,2011-02-18,2011-02-18,18,1095058.57,0,31.59,3.263,133.3701429,9.131,2,2011,7,-92989.04000000004
2486,18-2011-02-25,2011-02-25,2011-02-25,18,1005983.31,0,26.15,3.281,133.4921429,9.131,2,2011,8,-89075.26000000001
2500,18-2011-03-06,2011-03-06,2011-03-06,18,1178039.0,0,70.9,3.973,134.8551613,8.975,3,2011,9,172055.68999999994
2489,18-2011-03-18,2011-03-18,2011-03-18,18,945889.59,0,41.12,3.634,133.8492258,9.131,3,2011,11,-232149.41000000003
2490,18-2011-03-25,2011-03-25,2011-03-25,18,944523.3,0,36.65,3.624,133.9587419,9.131,3,2011,12,-1366.2899999999208
2483,18-2011-04-02,2011-04-02,2011-04-02,18,1055841.24,0,20.79,3.24,133.1834194,9.131,4,2011,13,111317.93999999994
2487,18-2011-04-03,2011-04-03,2011-04-03,18,1063310.62,0,28.49,3.437,133.6141429,9.131,4,2011,13,7469.380000000121
2522,18-2011-04-11,2011-04-11,2011-04-11,18,1100625.06,0,38.29,3.586,136.475129,8.471,4,2011,15,37314.439999999944
2493,18-2011-04-15,2011-04-15,2011-04-15,18,988157.72,0,49.91,3.823,134.2784667,8.975,4,2011,15,-112467.34000000008
2494,18-2011-04-22,2011-04-22,2011-04-22,18,1105860.06,0,45.99,3.919,134.3571,8.975,4,2011,16,117702.34000000008
2495,18-2011-04-29,2011-04-29,2011-04-29,18,974114.39,0,58.82,3.988,134.4357333,8.975,4,2011,17,-131745.67000000004
2509,18-2011-05-08,2011-05-08,2011-05-08,18,1002806.39,0,74.58,3.903,136.0540323,8.89,5,2011,18,28692.0
2497,18-2011-05-13,2011-05-13,2011-05-13,18,993172.98,0,58.48,4.095,134.593,8.975,5,2011,19,-9633.410000000033
2498,18-2011-05-20,2011-05-20,2011-05-20,18,994610.43,0,57.55,4.101,134.6803871,8.975,5,2011,20,1437.4500000000698
2499,18-2011-05-27,2011-05-27,2011-05-27,18,1065214.14,0,64.6,4.034,134.7677742,8.975,5,2011,21,70603.70999999985
2496,18-2011-06-05,2011-06-05,2011-06-05,18,1065427.37,0,54.17,4.078,134.5143667,8.975,6,2011,22,213.2300000002142
2502,18-2011-06-17,2011-06-17,2011-06-17,18,1045859.39,0,63.23,3.873,135.0837333,8.975,6,2011,24,-19567.980000000098
2503,18-2011-06-24,2011-06-24,2011-06-24,18,1056478.65,0,67.41,3.851,135.2652667,8.975,6,2011,25,10619.259999999893
2479,18-2011-07-01,2011-07-01,2011-07-01,18,933960.3,0,30.1,3.193,132.8823226,9.131,7,2011,26,-122518.34999999986
2518,18-2011-07-10,2011-07-10,2011-07-10,18,1019741.1,0,54.65,3.633,136.472,8.471,7,2011,27,85780.79999999993
2506,18-2011-07-15,2011-07-15,2011-07-15,18,974916.13,0,74.36,3.827,135.7837419,8.89,7,2011,28,-44824.96999999997
2507,18-2011-07-22,2011-07-22,2011-07-22,18,991262.46,0,78.68,3.882,135.8738387,8.89,7,2011,29,16346.329999999958
2508,18-2011-07-29,2011-07-29,2011-07-29,18,954148.64,0,73.85,3.898,135.9639355,8.89,7,2011,30,-37113.81999999995
2492,18-2011-08-04,2011-08-04,2011-08-04,18,1018541.3,0,43.32,3.72,134.1777742,8.975,8,2011,31,64392.66000000003
2505,18-2011-08-07,2011-08-07,2011-08-07,18,1048802.62,0,73.12,3.784,135.6283333,8.89,8,2011,31,30261.320000000065
2511,18-2011-08-19,2011-08-19,2011-08-19,18,932679.79,0,69.24,3.82,136.183129,8.89,8,2011,33,-116122.83000000007
2512,18-2011-08-26,2011-08-26,2011-08-26,18,1147906.46,0,70.32,3.796,136.2136129,8.89,8,2011,34,215226.66999999993
2514,18-2011-09-09,2011-09-09,2011-09-09,18,951549.61,1,68.11,3.809,136.2745806,8.89,9,2011,36,-196356.84999999998
2527,18-2011-09-12,2011-09-12,2011-09-12,18,1368471.23,0,42.36,3.47,136.5030667,8.471,9,2011,37,416921.62
2515,18-2011-09-16,2011-09-16,2011-09-16,18,845715.37,0,66.23,3.809,136.3145,8.89,9,2011,37,-522755.86
2516,18-2011-09-23,2011-09-23,2011-09-23,18,853073.17,0,60.44,3.758,136.367,8.89,9,2011,38,7357.800000000047
2517,18-2011-09-30,2011-09-30,2011-09-30,18,847348.08,0,69.01,3.684,136.4195,8.89,9,2011,39,-5725.090000000084
2501,18-2011-10-06,2011-10-06,2011-10-06,18,1044079.2,0,69.49,3.924,134.9425484,8.975,10,2011,40,196731.12
2519,18-2011-10-14,2011-10-14,2011-10-14,18,953533.95,0,60.26,3.583,136.5150968,8.471,10,2011,41,-90545.25
2520,18-2011-10-21,2011-10-21,2011-10-21,18,1048212.62,0,55.83,3.618,136.5017742,8.471,10,2011,42,94678.67000000004
2521,18-2011-10-28,2011-10-28,2011-10-28,18,1106642.63,0,45.61,3.604,136.4884516,8.471,10,2011,43,58430.00999999989
2484,18-2011-11-02,2011-11-02,2011-11-02,18,1122053.58,1,24.3,3.255,133.260871,9.131,11,2011,44,15410.950000000186
2488,18-2011-11-03,2011-11-03,2011-11-03,18,1002714.25,0,38.4,3.6,133.7361429,9.131,11,2011,44,-119339.33000000007
2523,18-2011-11-11,2011-11-11,2011-11-11,18,1079931.63,0,45.69,3.57,136.4618065,8.471,11,2011,45,77217.37999999989
2524,18-2011-11-18,2011-11-18,2011-11-18,18,1056992.18,0,47.88,3.571,136.4666667,8.471,11,2011,46,-22939.449999999953
2525,18-2011-11-25,2011-11-25,2011-11-25,18,1624170.99,1,41.97,3.536,136.4788,8.471,11,2011,47,567178.81
2510,18-2011-12-08,2011-12-08,2011-12-08,18,928470.83,0,73.57,3.88,136.144129,8.89,12,2011,49,-695700.16
2528,18-2011-12-16,2011-12-16,2011-12-16,18,1516924.23,0,35.52,3.445,136.5335161,8.471,12,2011,50,588453.4
2529,18-2011-12-23,2011-12-23,2011-12-23,18,1882393.4,0,35.78,3.413,136.5883871,8.471,12,2011,51,365469.1699999999
2530,18-2011-12-30,2011-12-30,2011-12-30,18,1010562.49,1,32.36,3.402,136.6432581,8.471,12,2011,52,-871830.9099999999
2552,18-2012-01-06,2012-01-06,2012-01-06,18,1118313.7,0,71.42,3.798,138.1138065,8.304,1,2012,1,107751.20999999996
2532,18-2012-01-13,2012-01-13,2012-01-13,18,890130.25,0,35.25,3.523,136.753,8.075,1,2012,2,-228183.44999999995
2533,18-2012-01-20,2012-01-20,2012-01-20,18,937522.77,0,24.2,3.542,136.8564194,8.075,1,2012,3,47392.52000000002
2534,18-2012-01-27,2012-01-27,2012-01-27,18,825584.22,0,30.44,3.568,136.9598387,8.075,1,2012,4,-111938.55000000005
2539,18-2012-02-03,2012-02-03,2012-02-03,18,1047178.91,0,33.59,3.827,137.4238966,8.075,2,2012,5,221594.69000000006
2537,18-2012-02-17,2012-02-17,2012-02-17,18,1115985.81,0,32.87,3.703,137.2583103,8.075,2,2012,7,68806.90000000002
2538,18-2012-02-24,2012-02-24,2012-02-24,18,1037861.11,0,36.34,3.751,137.3411034,8.075,2,2012,8,-78124.70000000007
2535,18-2012-03-02,2012-03-02,2012-03-02,18,1049772.04,0,37.62,3.633,137.0632581,8.075,3,2012,9,11910.930000000051
2561,18-2012-03-08,2012-03-08,2012-03-08,18,1052066.58,0,72.67,3.698,138.1735806,8.535,3,2012,10,2294.5400000000373
2541,18-2012-03-16,2012-03-16,2012-03-16,18,1022018.43,0,45.84,3.867,137.5843871,8.075,3,2012,11,-30048.150000000023
2542,18-2012-03-23,2012-03-23,2012-03-23,18,1031139.3,0,58.06,3.889,137.6552903,8.075,3,2012,12,9120.869999999995
2543,18-2012-03-30,2012-03-30,2012-03-30,18,1009121.2,0,45.35,3.921,137.7261935,8.075,3,2012,13,-22018.100000000093
2548,18-2012-04-05,2012-04-05,2012-04-05,18,1050027.89,0,49.66,3.991,138.0332,8.304,4,2012,14,40906.689999999944
2545,18-2012-04-13,2012-04-13,2012-04-13,18,998443.5,0,47.75,4.025,137.868,8.304,4,2012,15,-51584.3899999999
2546,18-2012-04-20,2012-04-20,2012-04-20,18,1025813.8,0,60.88,4.046,137.9230667,8.304,4,2012,16,27370.300000000047
2547,18-2012-04-27,2012-04-27,2012-04-27,18,961186.23,0,50.43,4.023,137.9781333,8.304,4,2012,17,-64627.570000000065
2570,18-2012-05-10,2012-05-10,2012-05-10,18,1092204.79,0,59.68,4.027,138.8256,8.243,5,2012,19,131018.56000000006
2550,18-2012-05-18,2012-05-18,2012-05-18,18,1047444.59,0,62.31,3.899,138.1065806,8.304,5,2012,20,-44760.20000000007
2551,18-2012-05-25,2012-05-25,2012-05-25,18,1088446.58,0,65.48,3.85,138.1101935,8.304,5,2012,21,41001.99000000011
2531,18-2012-06-01,2012-06-01,2012-06-01,18,977286.07,0,31.27,3.439,136.698129,8.075,6,2012,22,-111160.51000000013
2544,18-2012-06-04,2012-06-04,2012-06-04,18,1200815.3,0,43.8,3.957,137.7970968,8.304,6,2012,23,223529.2300000001
2557,18-2012-06-07,2012-06-07,2012-06-07,18,1158247.31,0,76.08,3.538,138.2296333,8.535,6,2012,23,-42567.98999999999
2554,18-2012-06-15,2012-06-15,2012-06-15,18,1057425.83,0,66.58,3.683,138.1295333,8.304,6,2012,24,-100821.47999999998
2555,18-2012-06-22,2012-06-22,2012-06-22,18,1080357.89,0,70.92,3.629,138.1629,8.304,6,2012,25,22932.059999999823
2556,18-2012-06-29,2012-06-29,2012-06-29,18,1097006.3,0,70.17,3.577,138.1962667,8.304,6,2012,26,16648.41000000015
2566,18-2012-07-09,2012-07-09,2012-07-09,18,1083521.24,1,71.85,3.921,138.4729355,8.535,7,2012,28,-13485.060000000056
2558,18-2012-07-13,2012-07-13,2012-07-13,18,1024784.92,0,75.09,3.561,138.263,8.535,7,2012,28,-58736.31999999995
2559,18-2012-07-20,2012-07-20,2012-07-20,18,1033543.56,0,77.43,3.61,138.2331935,8.535,7,2012,29,8758.640000000014
2560,18-2012-07-27,2012-07-27,2012-07-27,18,924506.26,0,72.97,3.701,138.2033871,8.535,7,2012,30,-109037.30000000005
2553,18-2012-08-06,2012-08-06,2012-08-06,18,1110479.94,0,59.1,3.746,138.1174194,8.304,8,2012,32,185973.67999999993
2563,18-2012-08-17,2012-08-17,2012-08-17,18,1048134.24,0,73.25,3.84,138.1857097,8.535,8,2012,33,-62345.69999999995
2564,18-2012-08-24,2012-08-24,2012-08-24,18,1145840.91,0,68.52,3.874,138.2814516,8.535,8,2012,34,97706.66999999993
2565,18-2012-08-31,2012-08-31,2012-08-31,18,1117097.23,0,70.09,3.884,138.3771935,8.535,8,2012,35,-28743.679999999935
2540,18-2012-09-03,2012-09-03,2012-09-03,18,1084894.47,0,38.1,3.876,137.5066897,8.075,9,2012,36,-32202.76000000001
2567,18-2012-09-14,2012-09-14,2012-09-14,18,960476.1,0,64.45,3.988,138.5673,8.535,9,2012,37,-124418.37
2568,18-2012-09-21,2012-09-21,2012-09-21,18,971386.65,0,60.23,4.056,138.6534,8.535,9,2012,38,10910.550000000047
2569,18-2012-09-28,2012-09-28,2012-09-28,18,1002856.2,0,58.24,4.018,138.7395,8.535,9,2012,39,31469.54999999993
2536,18-2012-10-02,2012-10-02,2012-10-02,18,1161615.51,1,32.83,3.655,137.1666774,8.075,10,2012,40,158759.31000000006
2562,18-2012-10-08,2012-10-08,2012-10-08,18,967304.07,0,75.7,3.772,138.1437742,8.535,10,2012,41,-194311.44000000006
2572,18-2012-10-19,2012-10-19,2012-10-19,18,1048706.75,0,51.96,4.0,138.8336129,8.243,10,2012,42,81402.68000000005
2573,18-2012-10-26,2012-10-26,2012-10-26,18,1127516.25,0,56.09,3.917,138.7281613,8.243,10,2012,43,78809.5
2549,18-2012-11-05,2012-11-05,2012-11-05,18,1060433.1,0,57.44,3.947,138.0882667,8.304,11,2012,45,-67083.1499999999
2571,18-2012-12-10,2012-12-10,2012-12-10,18,1074079.0,0,50.97,4.029,138.9117,8.243,12,2012,50,13645.899999999907
2608,19-2010-01-10,2010-01-10,2010-01-10,19,1379456.3,0,59.91,2.84,132.7568,8.067,1,2010,1,305377.30000000005
2582,19-2010-02-04,2010-02-04,2010-02-04,19,1642970.27,0,45.26,2.957,131.9019677,8.185,2,2010,5,263513.97
2595,19-2010-02-07,2010-02-07,2010-02-07,19,1549018.68,0,66.25,2.958,132.5218667,8.099,2,2010,5,-93951.59000000008
2576,19-2010-02-19,2010-02-19,2010-02-19,19,1515976.11,0,28.57,2.909,131.637,8.35,2,2010,7,-33042.56999999983
2577,19-2010-02-26,2010-02-26,2010-02-26,19,1373270.06,0,30.33,2.91,131.686,8.35,2,2010,8,-142706.05000000005
2604,19-2010-03-09,2010-03-09,2010-03-09,19,1623519.64,0,74.69,2.86,132.7248387,8.099,3,2010,10,250249.57999999984
2617,19-2010-03-12,2010-03-12,2010-03-12,19,1615987.96,0,36.64,3.2,132.7566667,8.067,3,2010,10,-7531.679999999935
2580,19-2010-03-19,2010-03-19,2010-03-19,19,1332940.35,0,43.74,2.96,131.8242903,8.35,3,2010,11,-283047.60999999987
2581,19-2010-03-26,2010-03-26,2010-03-26,19,1427023.45,0,39.07,2.963,131.863129,8.35,3,2010,12,94083.09999999986
2591,19-2010-04-06,2010-04-06,2010-04-06,19,1519013.49,0,68.88,3.006,132.3648387,8.185,4,2010,14,91990.04000000004
2584,19-2010-04-16,2010-04-16,2010-04-16,19,1460354.67,0,49.67,3.01,131.9809,8.185,4,2010,15,-58658.820000000065
2585,19-2010-04-23,2010-04-23,2010-04-23,19,1456793.33,0,46.87,3.021,132.0226667,8.185,4,2010,16,-3561.339999999851
2586,19-2010-04-30,2010-04-30,2010-04-30,19,1405065.57,0,49.89,3.042,132.0644333,8.185,4,2010,17,-51727.76000000001
2574,19-2010-05-02,2010-05-02,2010-05-02,19,1507637.17,0,20.96,2.954,131.5279032,8.35,5,2010,17,102571.59999999986
2578,19-2010-05-03,2010-05-03,2010-05-03,19,1495844.57,0,32.92,2.919,131.735,8.35,5,2010,18,-11792.59999999986
2613,19-2010-05-11,2010-05-11,2010-05-11,19,1435379.25,0,41.78,3.049,132.9245806,8.067,5,2010,19,-60465.320000000065
2588,19-2010-05-14,2010-05-14,2010-05-14,19,1437319.45,0,46.53,3.112,132.152129,8.185,5,2010,19,1940.1999999999534
2589,19-2010-05-21,2010-05-21,2010-05-21,19,1377716.17,0,57.53,3.096,132.2230323,8.185,5,2010,20,-59603.28000000003
2590,19-2010-05-28,2010-05-28,2010-05-28,19,1648882.62,0,68.85,3.046,132.2939355,8.185,5,2010,21,271166.4500000002
2600,19-2010-06-08,2010-06-08,2010-06-08,19,1492060.89,0,74.2,2.942,132.6141935,8.099,6,2010,23,-156821.7300000002
2593,19-2010-06-18,2010-06-18,2010-06-18,19,1457314.39,0,66.25,2.942,132.4733333,8.185,6,2010,24,-34746.5
2594,19-2010-06-25,2010-06-25,2010-06-25,19,1450407.32,0,72.3,2.958,132.4976,8.185,6,2010,25,-6907.069999999832
2587,19-2010-07-05,2010-07-05,2010-07-05,19,1566219.77,0,62.54,3.095,132.1062,8.185,7,2010,27,115812.44999999995
2597,19-2010-07-16,2010-07-16,2010-07-16,19,1412157.02,0,74.6,2.933,132.5667742,8.099,7,2010,28,-154062.75
2598,19-2010-07-23,2010-07-23,2010-07-23,19,1372043.71,0,74.68,2.924,132.5825806,8.099,7,2010,29,-40113.310000000056
2599,19-2010-07-30,2010-07-30,2010-07-30,19,1366395.96,0,72.83,2.932,132.5983871,8.099,7,2010,30,-5647.75
2609,19-2010-08-10,2010-08-10,2010-08-10,19,1428960.72,0,53.74,2.903,132.7516667,8.067,8,2010,32,62564.76000000001
2601,19-2010-08-13,2010-08-13,2010-08-13,19,1418027.08,0,72.71,2.923,132.63,8.099,8,2010,32,-10933.639999999898
2602,19-2010-08-20,2010-08-20,2010-08-20,19,1419383.19,0,72.22,2.913,132.6616129,8.099,8,2010,33,1356.1099999998696
2603,19-2010-08-27,2010-08-27,2010-08-27,19,1557888.16,0,66.4,2.885,132.6932258,8.099,8,2010,34,138504.96999999997
2583,19-2010-09-04,2010-09-04,2010-09-04,19,1489613.32,0,55.66,2.992,131.9408065,8.185,9,2010,35,-68274.83999999985
2596,19-2010-09-07,2010-09-07,2010-09-07,19,1577541.24,0,78.22,2.94,132.5461333,8.099,9,2010,36,87927.91999999993
2606,19-2010-09-17,2010-09-17,2010-09-17,19,1386789.31,0,58.68,2.846,132.7670667,8.099,9,2010,37,-190751.92999999993
2607,19-2010-09-24,2010-09-24,2010-09-24,19,1318343.58,0,63.43,2.837,132.7619333,8.099,9,2010,38,-68445.72999999998
2605,19-2010-10-09,2010-10-09,2010-10-09,19,1591453.39,1,63.36,2.837,132.7564516,8.099,10,2010,40,273109.8099999998
2618,19-2010-10-12,2010-10-12,2010-10-12,19,1799070.98,0,25.12,3.255,132.6764,8.067,10,2010,41,207617.59000000008
2610,19-2010-10-15,2010-10-15,2010-10-15,19,1369317.63,0,51.32,2.999,132.7633548,8.067,10,2010,41,-429753.3500000001
2611,19-2010-10-22,2010-10-22,2010-10-22,19,1357154.71,0,48.45,3.049,132.8170968,8.067,10,2010,42,-12162.919999999925
2612,19-2010-10-29,2010-10-29,2010-10-29,19,1404576.48,0,56.11,3.055,132.8708387,8.067,10,2010,43,47421.77000000002
2592,19-2010-11-06,2010-11-06,2010-11-06,19,1410683.94,0,61.64,2.972,132.4357419,8.185,11,2010,44,6107.459999999963
2615,19-2010-11-19,2010-11-19,2010-11-19,19,1377593.1,0,44.22,3.138,132.9172,8.067,11,2010,46,-33090.83999999985
2616,19-2010-11-26,2010-11-26,2010-11-26,19,1993367.83,1,42.62,3.186,132.8369333,8.067,11,2010,47,615774.73
2575,19-2010-12-02,2010-12-02,2010-12-02,19,1536549.95,1,23.22,2.94,131.5866129,8.35,12,2010,48,-456817.8800000001
2579,19-2010-12-03,2010-12-03,2010-12-03,19,1467889.2,0,39.06,2.938,131.784,8.35,12,2010,48,-68660.75
2614,19-2010-12-11,2010-12-11,2010-12-11,19,1490235.86,0,40.3,3.065,132.9783226,8.067,12,2010,49,22346.66000000015
2619,19-2010-12-17,2010-12-17,2010-12-17,19,1911967.44,0,26.83,3.301,132.6804516,8.067,12,2010,50,421731.57999999984
2620,19-2010-12-24,2010-12-24,2010-12-24,19,2678206.42,0,26.05,3.309,132.7477419,8.067,12,2010,51,766238.98
2621,19-2010-12-31,2010-12-31,2010-12-31,19,1275146.94,1,28.65,3.336,132.8150323,8.067,12,2010,52,-1403059.48
2634,19-2011-01-04,2011-01-04,2011-01-04,19,1305950.22,0,30.68,3.811,134.0682581,7.658,1,2011,1,30803.280000000028
2647,19-2011-01-07,2011-01-07,2011-01-07,19,1462731.93,0,67.64,3.916,135.4468,7.806,1,2011,1,156781.70999999996
2623,19-2011-01-14,2011-01-14,2011-01-14,19,1181204.53,0,21.68,3.367,132.9510645,7.771,1,2011,2,-281527.3999999999
2624,19-2011-01-21,2011-01-21,2011-01-21,19,1212967.84,0,22.8,3.391,133.0285161,7.771,1,2011,3,31763.310000000056
2625,19-2011-01-28,2011-01-28,2011-01-28,19,1284185.49,0,20.66,3.402,133.1059677,7.771,1,2011,4,71217.6499999999
2656,19-2011-02-09,2011-02-09,2011-02-09,19,1609951.02,0,69.27,3.879,136.2440968,7.806,2,2011,6,325765.53
2669,19-2011-02-12,2011-02-12,2011-02-12,19,1484708.38,0,45.67,3.666,136.4909333,7.866,2,2011,6,-125242.64000000013
2628,19-2011-02-18,2011-02-18,2011-02-18,19,1457270.16,0,34.74,3.42,133.3701429,7.771,2,2011,7,-27438.219999999972
2629,19-2011-02-25,2011-02-25,2011-02-25,19,1296658.47,0,23.24,3.452,133.4921429,7.771,2,2011,8,-160611.68999999994
2643,19-2011-03-06,2011-03-06,2011-03-06,19,1457345.75,0,66.01,4.069,134.8551613,7.658,3,2011,9,160687.28000000003
2632,19-2011-03-18,2011-03-18,2011-03-18,19,1257972.37,0,40.32,3.796,133.8492258,7.771,3,2011,11,-199373.3799999999
2633,19-2011-03-25,2011-03-25,2011-03-25,19,1266564.94,0,33.26,3.789,133.9587419,7.771,3,2011,12,8592.569999999832
2626,19-2011-04-02,2011-04-02,2011-04-02,19,1370562.11,0,21.02,3.4,133.1834194,7.771,4,2011,13,103997.17000000016
2630,19-2011-04-03,2011-04-03,2011-04-03,19,1433569.44,0,29.28,3.605,133.6141429,7.771,4,2011,13,63007.32999999984
2665,19-2011-04-11,2011-04-11,2011-04-11,19,1480289.64,0,44.97,3.738,136.475129,7.866,4,2011,15,46720.19999999995
2636,19-2011-04-15,2011-04-15,2011-04-15,19,1392093.04,0,48.67,3.981,134.2784667,7.658,4,2011,15,-88196.59999999986
2637,19-2011-04-22,2011-04-22,2011-04-22,19,1514288.82,0,41.66,4.061,134.3571,7.658,4,2011,16,122195.78000000003
2638,19-2011-04-29,2011-04-29,2011-04-29,19,1297237.7,0,54.23,4.117,134.4357333,7.658,4,2011,17,-217051.1200000001
2652,19-2011-05-08,2011-05-08,2011-05-08,19,1408968.55,0,73.84,4.02,136.0540323,7.806,5,2011,18,111730.8500000001
2640,19-2011-05-13,2011-05-13,2011-05-13,19,1429143.06,0,54.2,4.211,134.593,7.658,5,2011,19,20174.51000000001
2641,19-2011-05-20,2011-05-20,2011-05-20,19,1355234.3,0,52.8,4.202,134.6803871,7.658,5,2011,20,-73908.76000000001
2642,19-2011-05-27,2011-05-27,2011-05-27,19,1388553.11,0,63.2,4.134,134.7677742,7.658,5,2011,21,33318.810000000056
2639,19-2011-06-05,2011-06-05,2011-06-05,19,1451953.95,0,50.43,4.192,134.5143667,7.658,6,2011,22,63400.83999999985
2645,19-2011-06-17,2011-06-17,2011-06-17,19,1418973.62,0,64.02,3.989,135.0837333,7.658,6,2011,24,-32980.32999999984
2646,19-2011-06-24,2011-06-24,2011-06-24,19,1440785.7,0,68.4,3.964,135.2652667,7.658,6,2011,25,21812.07999999984
2622,19-2011-07-01,2011-07-01,2011-07-01,19,1224175.99,0,31.34,3.351,132.8823226,7.771,7,2011,26,-216609.70999999996
2661,19-2011-07-10,2011-07-10,2011-07-10,19,1461718.87,0,53.1,3.775,136.472,7.866,7,2011,27,237542.88000000012
2649,19-2011-07-15,2011-07-15,2011-07-15,19,1391580.41,0,73.7,3.915,135.7837419,7.806,7,2011,28,-70138.4600000002
2650,19-2011-07-22,2011-07-22,2011-07-22,19,1377119.45,0,79.37,3.972,135.8738387,7.806,7,2011,29,-14460.959999999963
2651,19-2011-07-29,2011-07-29,2011-07-29,19,1298775.8,0,74.86,4.004,135.9639355,7.806,7,2011,30,-78343.6499999999
2635,19-2011-08-04,2011-08-04,2011-08-04,19,1419911.91,0,41.26,3.895,134.1777742,7.658,8,2011,31,121136.10999999987
2648,19-2011-08-07,2011-08-07,2011-08-07,19,1465489.75,0,73.2,3.886,135.6283333,7.806,8,2011,31,45577.840000000084
2654,19-2011-08-19,2011-08-19,2011-08-19,19,1391792.69,0,71.14,3.942,136.183129,7.806,8,2011,33,-73697.06000000006
2655,19-2011-08-26,2011-08-26,2011-08-26,19,1547729.24,0,69.34,3.906,136.2136129,7.806,8,2011,34,155936.55000000005
2657,19-2011-09-09,2011-09-09,2011-09-09,19,1566712.79,1,68.28,3.93,136.2745806,7.806,9,2011,36,18983.550000000047
2670,19-2011-09-12,2011-09-12,2011-09-12,19,1713769.06,0,40.18,3.627,136.5030667,7.866,9,2011,37,147056.27000000002
2658,19-2011-09-16,2011-09-16,2011-09-16,19,1365633.53,0,62.76,3.937,136.3145,7.806,9,2011,37,-348135.53
2659,19-2011-09-23,2011-09-23,2011-09-23,19,1300375.76,0,61.32,3.899,136.367,7.806,9,2011,38,-65257.77000000002
2660,19-2011-09-30,2011-09-30,2011-09-30,19,1330757.22,0,64.99,3.858,136.4195,7.806,9,2011,39,30381.459999999963
2644,19-2011-10-06,2011-10-06,2011-10-06,19,1467473.63,0,68.26,4.025,134.9425484,7.658,10,2011,40,136716.40999999992
