,index_id,Rev_Date,Date,Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Year,Week
3682,26-2012-02-24,2012-02-24,2012-02-24,26,917924.47,0,28.06,3.751,137.3411034,7.467,2,2012,8
3679,26-2012-03-02,2012-03-02,2012-03-02,26,939158.25,0,25.24,3.633,137.0632581,7.467,3,2012,9
3705,26-2012-03-08,2012-03-08,2012-03-08,26,1090915.09,0,65.6,3.698,138.1735806,7.405,3,2012,10
3685,26-2012-03-16,2012-03-16,2012-03-16,26,919503.4,0,35.06,3.867,137.5843871,7.467,3,2012,11
3686,26-2012-03-23,2012-03-23,2012-03-23,26,874790.68,0,49.97,3.889,137.6552903,7.467,3,2012,12
3687,26-2012-03-30,2012-03-30,2012-03-30,26,922018.43,0,33.33,3.921,137.7261935,7.467,3,2012,13
3692,26-2012-04-05,2012-04-05,2012-04-05,26,946573.29,0,40.29,3.991,138.0332,7.489,4,2012,14
3689,26-2012-04-13,2012-04-13,2012-04-13,26,889670.29,0,36.9,4.025,137.868,7.489,4,2012,15
3690,26-2012-04-20,2012-04-20,2012-04-20,26,923600.02,0,50.81,4.046,137.9230667,7.489,4,2012,16
3691,26-2012-04-27,2012-04-27,2012-04-27,26,911969.0,0,43.6,4.023,137.9781333,7.489,4,2012,17
3714,26-2012-05-10,2012-05-10,2012-05-10,26,1095504.26,0,54.07,4.027,138.8256,7.138,5,2012,19
3694,26-2012-05-18,2012-05-18,2012-05-18,26,978082.84,0,52.55,3.899,138.1065806,7.489,5,2012,20
3695,26-2012-05-25,2012-05-25,2012-05-25,26,1067310.74,0,58.2,3.85,138.1101935,7.489,5,2012,21
3675,26-2012-06-01,2012-06-01,2012-06-01,26,971557.62,0,22.94,3.439,136.698129,7.467,6,2012,22
3688,26-2012-06-04,2012-06-04,2012-06-04,26,1116829.23,0,33.35,3.957,137.7970968,7.489,6,2012,23
3701,26-2012-06-07,2012-06-07,2012-06-07,26,1180470.8,0,64.94,3.538,138.2296333,7.405,6,2012,23
3698,26-2012-06-15,2012-06-15,2012-06-15,26,1029248.22,0,57.84,3.683,138.1295333,7.489,6,2012,24
3699,26-2012-06-22,2012-06-22,2012-06-22,26,1056282.91,0,63.04,3.629,138.1629,7.489,6,2012,25
3700,26-2012-06-29,2012-06-29,2012-06-29,26,1051190.44,0,60.71,3.577,138.1962667,7.489,6,2012,26
3710,26-2012-07-09,2012-07-09,2012-07-09,26,1081874.03,1,61.58,3.921,138.4729355,7.405,7,2012,28
3702,26-2012-07-13,2012-07-13,2012-07-13,26,1063149.78,0,64.47,3.561,138.263,7.405,7,2012,28
3703,26-2012-07-20,2012-07-20,2012-07-20,26,1049625.9,0,66.75,3.61,138.2331935,7.405,7,2012,29
3704,26-2012-07-27,2012-07-27,2012-07-27,26,1031745.14,0,64.12,3.701,138.2033871,7.405,7,2012,30
3697,26-2012-08-06,2012-08-06,2012-08-06,26,1106176.83,0,49.43,3.746,138.1174194,7.489,8,2012,32
3707,26-2012-08-17,2012-08-17,2012-08-17,26,1068292.56,0,65.54,3.84,138.1857097,7.405,8,2012,33
3708,26-2012-08-24,2012-08-24,2012-08-24,26,1022704.2,0,62.08,3.874,138.2814516,7.405,8,2012,34
3709,26-2012-08-31,2012-08-31,2012-08-31,26,1053495.51,0,63.69,3.884,138.3771935,7.405,8,2012,35
3684,26-2012-09-03,2012-09-03,2012-09-03,26,1028569.01,0,29.03,3.876,137.5066897,7.467,9,2012,36
3711,26-2012-09-14,2012-09-14,2012-09-14,26,986131.94,0,57.69,3.988,138.5673,7.405,9,2012,37
3712,26-2012-09-21,2012-09-21,2012-09-21,26,961084.08,0,52.68,4.056,138.6534,7.405,9,2012,38
3713,26-2012-09-28,2012-09-28,2012-09-28,26,964726.37,0,50.66,4.018,138.7395,7.405,9,2012,39
3680,26-2012-10-02,2012-10-02,2012-10-02,26,1081005.64,1,23.89,3.655,137.1666774,7.467,10,2012,40
3706,26-2012-10-08,2012-10-08,2012-10-08,26,1121476.51,0,67.01,3.772,138.1437742,7.405,10,2012,41
3716,26-2012-10-19,2012-10-19,2012-10-19,26,975578.02,0,43.51,4.0,138.8336129,7.138,10,2012,42
3717,26-2012-10-26,2012-10-26,2012-10-26,26,958619.8,0,46.95,3.917,138.7281613,7.138,10,2012,43
3693,26-2012-11-05,2012-11-05,2012-11-05,26,1062548.73,0,47.11,3.947,138.0882667,7.489,11,2012,45
3715,26-2012-12-10,2012-12-10,2012-12-10,26,1044639.69,0,45.19,4.029,138.9117,7.138,12,2012,50
3752,27-2010-01-10,2010-01-10,2010-01-10,27,1543532.83,0,70.19,2.84,136.6297571,8.021,1,2010,1
3726,27-2010-02-04,2010-02-04,2010-02-04,27,2053952.97,0,46.9,2.957,135.7464988,8.058,2,2010,5
3739,27-2010-02-07,2010-02-07,2010-02-07,27,2024554.1,0,76.25,2.958,136.3722893,7.982,2,2010,5
3720,27-2010-02-19,2010-02-19,2010-02-19,27,1945070.33,0,32.44,2.909,135.4657781,8.237,2,2010,7
3721,27-2010-02-26,2010-02-26,2010-02-26,27,1390934.27,0,36.0,2.91,135.5195191,8.237,2,2010,8
3748,27-2010-03-09,2010-03-09,2010-03-09,27,1908110.9,0,78.52,2.86,136.5891118,7.982,3,2010,10
3761,27-2010-03-12,2010-03-12,2010-03-12,27,1884343.67,0,41.81,3.2,136.6075714,8.021,3,2010,10
3724,27-2010-03-19,2010-03-19,2010-03-19,27,1700627.97,0,49.04,2.96,135.6682247,8.237,3,2010,11
3725,27-2010-03-26,2010-03-26,2010-03-26,27,1836714.84,0,52.34,2.963,135.7073618,8.237,3,2010,12
3735,27-2010-04-06,2010-04-06,2010-04-06,27,2073102.59,0,74.29,3.006,136.2181682,8.058,4,2010,14
3728,27-2010-04-16,2010-04-16,2010-04-16,27,1857500.96,0,54.95,3.01,135.82725,8.058,4,2010,15
3729,27-2010-04-23,2010-04-23,2010-04-23,27,1850205.47,0,53.91,3.021,135.8721667,8.058,4,2010,16
3730,27-2010-04-30,2010-04-30,2010-04-30,27,1805885.04,0,53.55,3.042,135.9170833,8.058,4,2010,17
3718,27-2010-05-02,2010-05-02,2010-05-02,27,1874289.79,0,27.19,2.954,135.3524608,8.237,5,2010,17
3722,27-2010-05-03,2010-05-03,2010-05-03,27,1313729.72,0,38.07,2.919,135.5732602,8.237,5,2010,18
3757,27-2010-05-11,2010-05-11,2010-05-11,27,1686010.02,0,45.91,3.049,136.7862258,8.021,5,2010,19
3732,27-2010-05-14,2010-05-14,2010-05-14,27,1842465.78,0,53.82,3.112,136.010394,8.058,5,2010,19
3733,27-2010-05-21,2010-05-21,2010-05-21,27,1836595.58,0,63.31,3.096,136.0796521,8.058,5,2010,20
3734,27-2010-05-28,2010-05-28,2010-05-28,27,1962468.67,0,67.88,3.046,136.1489101,8.058,5,2010,21
3744,27-2010-06-08,2010-06-08,2010-06-08,27,1908036.68,0,77.45,2.942,136.4741118,7.982,6,2010,23
3737,27-2010-06-18,2010-06-18,2010-06-18,27,1887182.27,0,70.0,2.942,136.3243393,8.058,6,2010,24
3738,27-2010-06-25,2010-06-25,2010-06-25,27,1962625.01,0,78.02,2.958,136.3483143,8.058,6,2010,25
3731,27-2010-07-05,2010-07-05,2010-07-05,27,1939458.84,0,69.02,3.095,135.962,8.058,7,2010,27
3741,27-2010-07-16,2010-07-16,2010-07-16,27,1880691.64,0,78.26,2.933,136.4179827,7.982,7,2010,28
3742,27-2010-07-23,2010-07-23,2010-07-23,27,1808250.71,0,81.56,2.924,136.4366924,7.982,7,2010,29
3743,27-2010-07-30,2010-07-30,2010-07-30,27,1816489.53,0,79.78,2.932,136.4554021,7.982,7,2010,30
3753,27-2010-08-10,2010-08-10,2010-08-10,27,1707662.87,0,57.78,2.903,136.6277321,8.021,8,2010,32
3745,27-2010-08-13,2010-08-13,2010-08-13,27,1864436.12,0,77.36,2.923,136.4928214,7.982,8,2010,32
3746,27-2010-08-20,2010-08-20,2010-08-20,27,1936878.46,0,75.16,2.913,136.5249182,7.982,8,2010,33
3747,27-2010-08-27,2010-08-27,2010-08-27,27,1870684.21,0,70.31,2.885,136.557015,7.982,8,2010,34
3727,27-2010-09-04,2010-09-04,2010-09-04,27,1955814.13,0,62.62,2.992,135.7856359,8.058,9,2010,35
3740,27-2010-09-07,2010-09-07,2010-09-07,27,2119163.01,0,82.69,2.94,136.3962643,7.982,9,2010,36
3750,27-2010-09-17,2010-09-17,2010-09-17,27,1629978.46,0,64.5,2.846,136.6338071,7.982,9,2010,37
3751,27-2010-09-24,2010-09-24,2010-09-24,27,1597002.71,0,67.08,2.837,136.6317821,7.982,9,2010,38
3749,27-2010-10-09,2010-10-09,2010-10-09,27,1913494.81,1,70.38,2.837,136.6212085,7.982,10,2010,40
3762,27-2010-10-12,2010-10-12,2010-10-12,27,2139733.68,0,30.83,3.255,136.5255714,8.021,10,2010,41
3754,27-2010-10-15,2010-10-15,2010-10-15,27,1728388.2,0,58.38,2.999,136.6401935,8.021,10,2010,41
3755,27-2010-10-22,2010-10-22,2010-10-22,27,1693935.29,0,52.82,3.049,136.688871,8.021,10,2010,42
3756,27-2010-10-29,2010-10-29,2010-10-29,27,1688955.49,0,61.02,3.055,136.7375484,8.021,10,2010,43
3736,27-2010-11-06,2010-11-06,2010-11-06,27,1873812.93,0,68.9,2.972,136.2874263,8.058,11,2010,44
3759,27-2010-11-19,2010-11-19,2010-11-19,27,1704785.74,0,50.81,3.138,136.7715714,8.021,11,2010,46
3760,27-2010-11-26,2010-11-26,2010-11-26,27,2627910.75,1,46.67,3.186,136.6895714,8.021,11,2010,47
3719,27-2010-12-02,2010-12-02,2010-12-02,27,1745362.72,1,29.81,2.94,135.4113076,8.237,12,2010,48
3723,27-2010-12-03,2010-12-03,2010-12-03,27,1925113.12,0,45.98,2.938,135.6270013,8.237,12,2010,48
3758,27-2010-12-11,2010-12-11,2010-12-11,27,1828010.25,0,45.9,3.065,136.8349032,8.021,12,2010,49
3763,27-2010-12-17,2010-12-17,2010-12-17,27,2350098.36,0,31.62,3.301,136.5292811,8.021,12,2010,50
3764,27-2010-12-24,2010-12-24,2010-12-24,27,3078162.08,0,31.34,3.309,136.597273,8.021,12,2010,51
3765,27-2010-12-31,2010-12-31,2010-12-31,27,1440963.0,1,29.59,3.336,136.665265,8.021,12,2010,52
3778,27-2011-01-04,2011-01-04,2011-01-04,27,1628868.28,0,37.27,3.811,137.9558929,7.725,1,2011,1
3791,27-2011-01-07,2011-01-07,2011-01-07,27,1949983.93,0,73.76,3.916,139.36375,7.85,1,2011,1
3767,27-2011-01-14,2011-01-14,2011-01-14,27,1532308.62,0,25.7,3.367,136.803477,7.827,1,2011,2
3768,27-2011-01-21,2011-01-21,2011-01-21,27,1517029.9,0,30.13,3.391,136.8870657,7.827,1,2011,3
3769,27-2011-01-28,2011-01-28,2011-01-28,27,1421111.55,0,23.64,3.402,136.9706544,7.827,1,2011,4
3800,27-2011-02-09,2011-02-09,2011-02-09,27,1511717.53,0,71.44,3.879,140.196985,7.85,2,2011,6
3813,27-2011-02-12,2011-02-12,2011-02-12,27,1806924.74,0,50.55,3.666,140.4307857,7.906,2,2011,6
3772,27-2011-02-18,2011-02-18,2011-02-18,27,1709365.19,0,39.32,3.42,137.2511849,7.827,2,2011,7
3773,27-2011-02-25,2011-02-25,2011-02-25,27,1688935.71,0,33.05,3.452,137.3764439,7.827,2,2011,8
3787,27-2011-03-06,2011-03-06,2011-03-06,27,2053708.01,0,74.17,4.069,138.7694608,7.725,3,2011,9
3776,27-2011-03-18,2011-03-18,2011-03-18,27,1624539.21,0,46.65,3.796,137.7398929,7.827,3,2011,11
3777,27-2011-03-25,2011-03-25,2011-03-25,27,1554651.08,0,40.11,3.789,137.8478929,7.827,3,2011,12
3770,27-2011-04-02,2011-04-02,2011-04-02,27,1628100.79,0,28.7,3.4,137.0542431,7.827,4,2011,13
3774,27-2011-04-03,2011-04-03,2011-04-03,27,1656130.67,0,36.99,3.605,137.5017028,7.827,4,2011,13
3809,27-2011-04-11,2011-04-11,2011-04-11,27,1621109.3,0,44.46,3.738,140.4279758,7.906,4,2011,15
3780,27-2011-04-15,2011-04-15,2011-04-15,27,1727175.61,0,52.24,3.981,138.1646952,7.725,4,2011,15
3781,27-2011-04-22,2011-04-22,2011-04-22,27,1921655.48,0,50.02,4.061,138.2475036,7.725,4,2011,16
3782,27-2011-04-29,2011-04-29,2011-04-29,27,1642074.64,0,61.71,4.117,138.3303119,7.725,4,2011,17
3796,27-2011-05-08,2011-05-08,2011-05-08,27,1747289.53,0,78.14,4.02,139.9896486,7.85,5,2011,18
3784,27-2011-05-13,2011-05-13,2011-05-13,27,1763545.32,0,60.07,4.211,138.4959286,7.725,5,2011,19
3785,27-2011-05-20,2011-05-20,2011-05-20,27,1725268.56,0,60.22,4.202,138.587106,7.725,5,2011,20
3786,27-2011-05-27,2011-05-27,2011-05-27,27,1820723.17,0,66.43,4.134,138.6782834,7.725,5,2011,21
3783,27-2011-06-05,2011-06-05,2011-06-05,27,1757041.96,0,56.48,4.192,138.4131202,7.725,6,2011,22
3789,27-2011-06-17,2011-06-17,2011-06-17,27,1814740.09,0,67.03,3.989,139.0028333,7.725,6,2011,24
3790,27-2011-06-24,2011-06-24,2011-06-24,27,1811455.15,0,72.02,3.964,139.1832917,7.725,6,2011,25
3766,27-2011-07-01,2011-07-01,2011-07-01,27,1568159.48,0,34.42,3.351,136.7332569,7.827,7,2011,26
3805,27-2011-07-10,2011-07-10,2011-07-10,27,1672339.27,0,56.91,3.775,140.43475,7.906,7,2011,27
3793,27-2011-07-15,2011-07-15,2011-07-15,27,1762155.79,0,77.83,3.915,139.7006325,7.85,7,2011,28
3794,27-2011-07-22,2011-07-22,2011-07-22,27,1754879.45,0,82.28,3.972,139.7969712,7.85,7,2011,29
3795,27-2011-07-29,2011-07-29,2011-07-29,27,1744879.06,0,79.41,4.004,139.8933099,7.85,7,2011,30
3779,27-2011-08-04,2011-08-04,2011-08-04,27,1689844.18,0,46.87,3.895,138.0638929,7.725,8,2011,31
3792,27-2011-08-07,2011-08-07,2011-08-07,27,2000055.27,0,76.87,3.886,139.5442083,7.85,8,2011,31
3798,27-2011-08-19,2011-08-19,2011-08-19,27,1781905.24,0,72.97,3.942,140.1289205,7.85,8,2011,33
3799,27-2011-08-26,2011-08-26,2011-08-26,27,2034400.78,0,72.88,3.906,140.1629528,7.85,8,2011,34
3801,27-2011-09-09,2011-09-09,2011-09-09,27,1911470.84,1,70.93,3.93,140.2310173,7.85,9,2011,36
3814,27-2011-09-12,2011-09-12,2011-09-12,27,2014665.98,0,46.28,3.627,140.4397857,7.906,9,2011,37
3802,27-2011-09-16,2011-09-16,2011-09-16,27,1613773.9,0,69.65,3.937,140.2735,7.85,9,2011,37
3803,27-2011-09-23,2011-09-23,2011-09-23,27,1606208.68,0,63.61,3.899,140.32725,7.85,9,2011,38
3804,27-2011-09-30,2011-09-30,2011-09-30,27,1599626.26,0,70.92,3.858,140.381,7.85,9,2011,39
3788,27-2011-10-06,2011-10-06,2011-10-06,27,1817914.71,0,73.26,4.025,138.8606382,7.725,10,2011,40
3806,27-2011-10-14,2011-10-14,2011-10-14,27,1682652.51,0,64.78,3.744,140.4784194,7.906,10,2011,41
3807,27-2011-10-21,2011-10-21,2011-10-21,27,1689591.44,0,59.62,3.757,140.4616048,7.906,10,2011,42
3808,27-2011-10-28,2011-10-28,2011-10-28,27,1710372.4,0,51.81,3.757,140.4447903,7.906,10,2011,43
3771,27-2011-11-02,2011-11-02,2011-11-02,27,1636224.77,1,30.45,3.416,137.1378318,7.827,11,2011,44
3775,27-2011-11-03,2011-11-03,2011-11-03,27,1613259.77,0,43.64,3.752,137.6269617,7.827,11,2011,44
3810,27-2011-11-11,2011-11-11,2011-11-11,27,1800728.07,0,49.69,3.719,140.4111613,7.906,11,2011,45
3811,27-2011-11-18,2011-11-18,2011-11-18,27,1723739.44,0,51.42,3.717,140.4127857,7.906,11,2011,46
3812,27-2011-11-25,2011-11-25,2011-11-25,27,2504400.71,1,47.88,3.689,140.4217857,7.906,11,2011,47
3797,27-2011-12-08,2011-12-08,2011-12-08,27,1758437.96,0,76.67,3.995,140.0859873,7.85,12,2011,49
3815,27-2011-12-16,2011-12-16,2011-12-16,27,2205919.86,0,40.68,3.611,140.4700795,7.906,12,2011,50
3816,27-2011-12-23,2011-12-23,2011-12-23,27,2739019.75,0,41.59,3.587,140.528765,7.906,12,2011,51
3817,27-2011-12-30,2011-12-30,2011-12-30,27,1650604.6,1,37.85,3.566,140.5874505,7.906,12,2011,52
3839,27-2012-01-06,2012-01-06,2012-01-06,27,1900638.6,0,73.4,3.915,142.1095438,8.253,1,2012,1
3819,27-2012-01-13,2012-01-13,2012-01-13,27,1492399.13,0,41.3,3.666,140.7048214,8.009,1,2012,2
3820,27-2012-01-20,2012-01-20,2012-01-20,27,1542131.05,0,30.35,3.705,140.8086118,8.009,1,2012,3
3821,27-2012-01-27,2012-01-27,2012-01-27,27,1263534.86,0,36.96,3.737,140.9124021,8.009,1,2012,4
3826,27-2012-02-03,2012-02-03,2012-02-03,27,1509323.09,0,40.07,3.983,141.3875357,8.009,2,2012,5
3824,27-2012-02-17,2012-02-17,2012-02-17,27,1606221.56,0,37.24,3.874,141.2140357,8.009,2,2012,7
3825,27-2012-02-24,2012-02-24,2012-02-24,27,1648602.39,0,41.74,3.917,141.3007857,8.009,2,2012,8
3822,27-2012-03-02,2012-03-02,2012-03-02,27,1564246.02,0,42.52,3.796,141.0161924,8.009,3,2012,9
3848,27-2012-03-08,2012-03-08,2012-03-08,27,1705810.84,0,75.22,3.819,142.1916279,8.239,3,2012,10
3828,27-2012-03-16,2012-03-16,2012-03-16,27,1635984.07,0,49.6,4.021,141.55478,8.009,3,2012,11
3829,27-2012-03-23,2012-03-23,2012-03-23,27,1620839.34,0,57.3,4.054,141.6269332,8.009,3,2012,12
3830,27-2012-03-30,2012-03-30,2012-03-30,27,1615494.14,0,49.4,4.098,141.6990864,8.009,3,2012,13
3835,27-2012-04-05,2012-04-05,2012-04-05,27,1669388.45,0,53.68,4.124,142.0177929,8.253,4,2012,14
3832,27-2012-04-13,2012-04-13,2012-04-13,27,1650405.21,0,52.22,4.187,141.8433929,8.253,4,2012,15
3833,27-2012-04-20,2012-04-20,2012-04-20,27,1639999.47,0,62.62,4.17,141.9015262,8.253,4,2012,16
3834,27-2012-04-27,2012-04-27,2012-04-27,27,1565498.84,0,52.33,4.163,141.9596595,8.253,4,2012,17
3857,27-2012-05-10,2012-05-10,2012-05-10,27,1591816.88,0,64.5,4.151,142.8516833,8.0,5,2012,19
3837,27-2012-05-18,2012-05-18,2012-05-18,27,1707158.82,0,65.15,4.029,142.0970115,8.253,5,2012,20
3838,27-2012-05-25,2012-05-25,2012-05-25,27,1818906.73,0,64.77,3.979,142.1032776,8.253,5,2012,21
3818,27-2012-06-01,2012-06-01,2012-06-01,27,1535287.4,0,35.8,3.585,140.6461359,8.009,6,2012,22
3831,27-2012-06-04,2012-06-04,2012-06-04,27,1899013.34,0,48.73,4.143,141.7712396,8.253,6,2012,23
3844,27-2012-06-07,2012-06-07,2012-06-07,27,2062224.92,0,82.08,3.646,142.2234298,8.239,6,2012,23
3841,27-2012-06-15,2012-06-15,2012-06-15,27,1773500.56,0,69.52,3.786,142.1292548,8.253,6,2012,24
3842,27-2012-06-22,2012-06-22,2012-06-22,27,1837884.79,0,73.23,3.722,142.1606464,8.253,6,2012,25
3843,27-2012-06-29,2012-06-29,2012-06-29,27,1842555.32,0,73.94,3.667,142.1920381,8.253,6,2012,26
3853,27-2012-07-09,2012-07-09,2012-07-09,27,1840955.23,1,76.0,4.076,142.500303,8.239,7,2012,28
3845,27-2012-07-13,2012-07-13,2012-07-13,27,1755889.53,0,78.95,3.689,142.2548214,8.239,7,2012,28
3846,27-2012-07-20,2012-07-20,2012-07-20,27,1730913.66,0,78.64,3.732,142.2337569,8.239,7,2012,29
3847,27-2012-07-27,2012-07-27,2012-07-27,27,1625883.71,0,76.01,3.82,142.2126924,8.239,7,2012,30
3840,27-2012-08-06,2012-08-06,2012-08-06,27,1764756.31,0,64.05,3.871,142.1158099,8.253,8,2012,32
3850,27-2012-08-17,2012-08-17,2012-08-17,27,1735339.59,0,76.51,3.963,142.2157385,8.239,8,2012,33
3851,27-2012-08-24,2012-08-24,2012-08-24,27,1780443.36,0,72.93,3.997,142.3105933,8.239,8,2012,34
3852,27-2012-08-31,2012-08-31,2012-08-31,27,1731935.43,0,75.0,4.026,142.4054482,8.239,8,2012,35
3827,27-2012-09-03,2012-09-03,2012-09-03,27,1607343.41,0,44.32,4.021,141.4742857,8.009,9,2012,36
3854,27-2012-09-14,2012-09-14,2012-09-14,27,1519604.5,0,68.72,4.088,142.5938833,8.239,9,2012,37
3855,27-2012-09-21,2012-09-21,2012-09-21,27,1557485.75,0,66.1,4.203,142.6798167,8.239,9,2012,38
3856,27-2012-09-28,2012-09-28,2012-09-28,27,1540687.63,0,64.92,4.158,142.76575,8.239,9,2012,39
3823,27-2012-10-02,2012-10-02,2012-10-02,27,1651605.35,1,37.86,3.826,141.1199827,8.009,10,2012,40
3849,27-2012-10-08,2012-10-08,2012-10-08,27,1720537.26,0,78.44,3.863,142.1705634,8.239,10,2012,41
3859,27-2012-10-19,2012-10-19,2012-10-19,27,1620374.24,0,56.53,4.153,142.8633629,8.0,10,2012,42
3860,27-2012-10-26,2012-10-26,2012-10-26,27,1703047.74,0,58.99,4.071,142.7624113,8.0,10,2012,43
3836,27-2012-11-05,2012-11-05,2012-11-05,27,1674306.31,0,58.97,4.055,142.0759262,8.253,11,2012,45
3858,27-2012-12-10,2012-12-10,2012-12-10,27,1660081.29,0,55.4,4.186,142.9376167,8.0,12,2012,50
3895,28-2010-01-10,2010-01-10,2010-01-10,28,1203080.41,0,85.2,3.001,126.2346,14.313,1,2010,1
3869,28-2010-02-04,2010-02-04,2010-02-04,28,1441559.4,0,59.84,3.086,126.6034839,14.099,2,2010,5
3882,28-2010-02-07,2010-02-07,2010-02-07,28,1399960.15,0,91.98,3.105,126.1392,14.18,2,2010,5
3863,28-2010-02-19,2010-02-19,2010-02-19,28,1491300.42,0,54.83,2.915,126.5262857,13.975,2,2010,7
3864,28-2010-02-26,2010-02-26,2010-02-26,28,1542173.33,0,50.23,2.825,126.5522857,13.975,2,2010,8
3891,28-2010-03-09,2010-03-09,2010-03-09,28,1523410.71,0,83.12,3.087,126.1019355,14.18,3,2010,10
3904,28-2010-03-12,2010-03-12,2010-03-12,28,1447916.29,0,43.33,3.041,126.7313333,14.313,3,2010,10
3867,28-2010-03-19,2010-03-19,2010-03-19,28,1279819.43,0,59.57,3.054,126.6066452,13.975,3,2010,11
3868,28-2010-03-26,2010-03-26,2010-03-26,28,1245268.77,0,60.06,3.083,126.6050645,13.975,3,2010,12
3878,28-2010-04-06,2010-04-06,2010-04-06,28,1543678.02,0,81.39,2.941,126.1360645,14.099,4,2010,14
3871,28-2010-04-16,2010-04-16,2010-04-16,28,1268240.66,0,64.95,3.109,126.5621,14.099,4,2010,15
3872,28-2010-04-23,2010-04-23,2010-04-23,28,1244177.21,0,64.55,3.05,126.4713333,14.099,4,2010,16
3873,28-2010-04-30,2010-04-30,2010-04-30,28,1186971.02,0,67.38,3.105,126.3805667,14.099,4,2010,17
3861,28-2010-05-02,2010-05-02,2010-05-02,28,1672352.29,0,49.47,2.962,126.4420645,13.975,5,2010,17
3865,28-2010-05-03,2010-05-03,2010-05-03,28,1608435.45,0,53.77,2.987,126.5782857,13.975,5,2010,18
3900,28-2010-05-11,2010-05-11,2010-05-11,28,1501663.26,0,65.49,3.129,126.4912903,14.313,5,2010,19
3875,28-2010-05-14,2010-05-14,2010-05-14,28,1245898.73,0,68.44,3.145,126.2085484,14.099,5,2010,19
3876,28-2010-05-21,2010-05-21,2010-05-21,28,1217923.71,0,76.2,3.12,126.1843871,14.099,5,2010,20
3877,28-2010-05-28,2010-05-28,2010-05-28,28,1176588.25,0,67.84,3.058,126.1602258,14.099,5,2010,21
3887,28-2010-06-08,2010-06-08,2010-06-08,28,1523101.38,0,92.95,3.123,126.0854516,14.18,6,2010,23
3880,28-2010-06-18,2010-06-18,2010-06-18,28,1267619.06,0,81.06,3.043,126.114,14.099,6,2010,24
3881,28-2010-06-25,2010-06-25,2010-06-25,28,1231025.07,0,87.27,3.084,126.1266,14.099,6,2010,25
3874,28-2010-07-05,2010-07-05,2010-07-05,28,1532893.22,0,70.15,3.127,126.2898,14.099,7,2010,27
3884,28-2010-07-16,2010-07-16,2010-07-16,28,1225336.41,0,97.18,3.094,126.1498065,14.18,7,2010,28
3885,28-2010-07-23,2010-07-23,2010-07-23,28,1205884.98,0,99.22,3.112,126.1283548,14.18,7,2010,29
3886,28-2010-07-30,2010-07-30,2010-07-30,28,1150204.71,0,96.31,3.017,126.1069032,14.18,7,2010,30
3896,28-2010-08-10,2010-08-10,2010-08-10,28,1334571.87,0,71.82,3.013,126.2791667,14.313,8,2010,32
3888,28-2010-08-13,2010-08-13,2010-08-13,28,1218688.09,0,87.01,3.159,126.064,14.18,8,2010,32
3889,28-2010-08-20,2010-08-20,2010-08-20,28,1195897.6,0,92.81,3.041,126.0766452,14.18,8,2010,33
3890,28-2010-08-27,2010-08-27,2010-08-27,28,1191585.92,0,93.19,3.129,126.0892903,14.18,8,2010,34
3870,28-2010-09-04,2010-09-04,2010-09-04,28,1382359.21,0,59.25,3.09,126.6019032,14.099,9,2010,35
3883,28-2010-09-07,2010-09-07,2010-09-07,28,1340293.87,0,90.37,3.1,126.1518,14.18,9,2010,36
3893,28-2010-09-17,2010-09-17,2010-09-17,28,1159812.35,0,82.45,3.028,126.1454667,14.18,9,2010,37
3894,28-2010-09-24,2010-09-24,2010-09-24,28,1111797.21,0,81.77,2.939,126.1900333,14.18,9,2010,38
3892,28-2010-10-09,2010-10-09,2010-10-09,28,1246062.17,1,83.63,3.044,126.1145806,14.18,10,2010,40
3905,28-2010-10-12,2010-10-12,2010-10-12,28,1466164.49,0,50.01,3.203,126.7934,14.313,10,2010,41
3897,28-2010-10-15,2010-10-15,2010-10-15,28,1158062.99,0,75.0,2.976,126.3266774,14.313,10,2010,41
3898,28-2010-10-22,2010-10-22,2010-10-22,28,1120619.32,0,68.85,3.014,126.3815484,14.313,10,2010,42
3899,28-2010-10-29,2010-10-29,2010-10-29,28,1231688.48,0,61.09,3.016,126.4364194,14.313,10,2010,43
3879,28-2010-11-06,2010-11-06,2010-11-06,28,1348995.17,0,90.84,2.949,126.1119032,14.099,11,2010,44
3902,28-2010-11-19,2010-11-19,2010-11-19,28,1179315.72,0,58.18,3.161,126.6072,14.313,11,2010,46
3903,28-2010-11-26,2010-11-26,2010-11-26,28,1937033.5,1,47.66,3.162,126.6692667,14.313,11,2010,47
3862,28-2010-12-02,2010-12-02,2010-12-02,28,1558968.49,1,47.87,2.946,126.4962581,13.975,12,2010,48
3866,28-2010-12-03,2010-12-03,2010-12-03,28,1326877.11,0,50.11,2.925,126.6042857,13.975,12,2010,48
3901,28-2010-12-11,2010-12-11,2010-12-11,28,1266460.45,0,57.79,3.13,126.5461613,14.313,12,2010,49
3906,28-2010-12-17,2010-12-17,2010-12-17,28,1510443.62,0,52.77,3.236,126.8794839,14.313,12,2010,50
3907,28-2010-12-24,2010-12-24,2010-12-24,28,2026026.39,0,52.02,3.236,126.9835806,14.313,12,2010,51
3908,28-2010-12-31,2010-12-31,2010-12-31,28,1090558.57,1,45.64,3.148,127.0876774,14.313,12,2010,52
3921,28-2011-01-04,2011-01-04,2011-01-04,28,1336838.41,0,63.63,3.772,128.7199355,13.736,1,2011,1
