index,index_id,Rev_Date,Date,Store, Weekly_Sales ,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Year,Week,sales_diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12, Linear Regression , Random Forest Regressor ,Linear_Regression_Root Mean Squared Error,Linear_Regression_R-squared,RF_Root Mean Squared Error,RF_R-squared
3234,23-2012-06-22,6/22/2012,6/22/2012,23,"$1,522,042.57 ",0,71.82,3.629,138.1629,4.125,6,2012,25,-21625.11,-1702.48,-59235.53,453943.14,-402272.09,219982.17,-131664.12,186857.83,-10140.65,56146.87,-85627.14,55414.72,-26189.14,1470255.37 ,1408480.79 ,128456.64 ,0.87 ,244440.71 ,0.55 
3235,23-2012-06-29,6/29/2012,6/29/2012,23,"$1,451,782.16 ",0,64.23,3.577,138.1962667,4.125,6,2012,26,-70260.41,-21625.11,-1702.48,-59235.53,453943.14,-402272.09,219982.17,-131664.12,186857.83,-10140.65,56146.87,-85627.14,55414.72,0.00 ,0.00 ,128456.64 ,0.87 ,244440.71 ,0.55 
3236,23-2012-07-09,7/9/2012,7/9/2012,23,"$1,427,162.26 ",1,66.74,3.921,138.4729355,4.156,7,2012,28,-24619.9,-70260.41,-21625.11,-1702.48,-59235.53,453943.14,-402272.09,219982.17,-131664.12,186857.83,-10140.65,56146.87,-85627.14,0.00 ,0.00 ,128456.64 ,0.87 ,244440.71 ,0.55 
3237,23-2012-07-13,7/13/2012,7/13/2012,23,"$1,384,921.63 ",0,69.19,3.561,138.263,4.156,7,2012,28,-42240.63,-24619.9,-70260.41,-21625.11,-1702.48,-59235.53,453943.14,-402272.09,219982.17,-131664.12,186857.83,-10140.65,56146.87,1369039.73 ,1393804.78 ,128456.64 ,0.87 ,244440.71 ,0.55 
3238,23-2012-07-20,7/20/2012,7/20/2012,23,"$1,381,339.23 ",0,71.13,3.61,138.2331935,4.156,7,2012,29,-3582.4,-42240.63,-24619.9,-70260.41,-21625.11,-1702.48,-59235.53,453943.14,-402272.09,219982.17,-131664.12,186857.83,-10140.65,0.00 ,0.00 ,128456.64 ,0.87 ,244440.71 ,0.55 
3239,23-2012-07-27,7/27/2012,7/27/2012,23,"$1,322,932.36 ",0,69.31,3.701,138.2033871,4.156,7,2012,30,-58406.87,-3582.4,-42240.63,-24619.9,-70260.41,-21625.11,-1702.48,-59235.53,453943.14,-402272.09,219982.17,-131664.12,186857.83,0.00 ,0.00 ,128456.64 ,0.87 ,244440.71 ,0.55 
3240,23-2012-08-06,8/6/2012,8/6/2012,23,"$1,568,048.54 ",0,56.82,3.746,138.1174194,4.125,8,2012,32,245116.18,-58406.87,-3582.4,-42240.63,-24619.9,-70260.41,-21625.11,-1702.48,-59235.53,453943.14,-402272.09,219982.17,-131664.12,0.00 ,0.00 ,128456.64 ,0.87 ,244440.71 ,0.55 
3241,23-2012-08-17,8/17/2012,8/17/2012,23,"$1,510,131.45 ",0,69.97,3.84,138.1857097,4.156,8,2012,33,-57917.09,245116.18,-58406.87,-3582.4,-42240.63,-24619.9,-70260.41,-21625.11,-1702.48,-59235.53,453943.14,-402272.09,219982.17,0.00 ,0.00 ,128456.64 ,0.87 ,244440.71 ,0.55 
3242,23-2012-08-24,8/24/2012,8/24/2012,23,"$1,702,220.96 ",0,64.63,3.874,138.2814516,4.156,8,2012,34,192089.51,-57917.09,245116.18,-58406.87,-3582.4,-42240.63,-24619.9,-70260.41,-21625.11,-1702.48,-59235.53,453943.14,-402272.09,1562267.63 ,1502378.97 ,128456.64 ,0.87 ,244440.71 ,0.55 
3243,23-2012-08-31,8/31/2012,8/31/2012,23,"$1,577,468.78 ",0,68.34,3.884,138.3771935,4.156,8,2012,35,-124752.18,192089.51,-57917.09,245116.18,-58406.87,-3582.4,-42240.63,-24619.9,-70260.41,-21625.11,-1702.48,-59235.53,453943.14,0.00 ,0.00 ,128456.64 ,0.87 ,244440.71 ,0.55 
3244,23-2012-09-03,9/3/2012,9/3/2012,23,"$1,292,724.90 ",0,33.11,3.876,137.5066897,4.261,9,2012,36,-284743.88,-124752.18,192089.51,-57917.09,245116.18,-58406.87,-3582.4,-42240.63,-24619.9,-70260.41,-21625.11,-1702.48,-59235.53,0.00 ,0.00 ,128456.64 ,0.87 ,244440.71 ,0.55 
3245,23-2012-09-14,9/14/2012,9/14/2012,23,"$1,279,041.64 ",0,61.37,3.988,138.5673,4.156,9,2012,37,-13683.26,-284743.88,-124752.18,192089.51,-57917.09,245116.18,-58406.87,-3582.4,-42240.63,-24619.9,-70260.41,-21625.11,-1702.48,0.00 ,0.00 ,128456.64 ,0.87 ,244440.71 ,0.55 
3246,23-2012-09-21,9/21/2012,9/21/2012,23,"$1,338,627.55 ",0,56.8,4.056,138.6534,4.156,9,2012,38,59585.91,-13683.26,-284743.88,-124752.18,192089.51,-57917.09,245116.18,-58406.87,-3582.4,-42240.63,-24619.9,-70260.41,-21625.11,0.00 ,0.00 ,128456.64 ,0.87 ,244440.71 ,0.55 
3247,23-2012-09-28,9/28/2012,9/28/2012,23,"$1,319,035.06 ",0,53.71,4.018,138.7395,4.156,9,2012,39,-19592.49,59585.91,-13683.26,-284743.88,-124752.18,192089.51,-57917.09,245116.18,-58406.87,-3582.4,-42240.63,-24619.9,-70260.41,0.00 ,0.00 ,128456.64 ,0.87 ,244440.71 ,0.55 
3248,23-2012-10-02,10/2/2012,10/2/2012,23,"$1,358,444.07 ",1,26.6,3.655,137.1666774,4.261,10,2012,40,39409.01,-19592.49,59585.91,-13683.26,-284743.88,-124752.18,192089.51,-57917.09,245116.18,-58406.87,-3582.4,-42240.63,-24619.9,0.00 ,0.00 ,128456.64 ,0.87 ,244440.71 ,0.55 
3249,23-2012-10-08,10/8/2012,10/8/2012,23,"$1,436,311.76 ",0,71.12,3.772,138.1437742,4.156,10,2012,41,77867.69,39409.01,-19592.49,59585.91,-13683.26,-284743.88,-124752.18,192089.51,-57917.09,245116.18,-58406.87,-3582.4,-42240.63,0.00 ,0.00 ,128456.64 ,0.87 ,244440.71 ,0.55 
3250,23-2012-10-19,10/19/2012,10/19/2012,23,"$1,363,155.77 ",0,47.89,4,138.8336129,4.145,10,2012,42,-73155.99,77867.69,39409.01,-19592.49,59585.91,-13683.26,-284743.88,-124752.18,192089.51,-57917.09,245116.18,-58406.87,-3582.4,0.00 ,0.00 ,128456.64 ,0.87 ,244440.71 ,0.55 
3251,23-2012-10-26,10/26/2012,10/26/2012,23,"$1,347,454.59 ",0,50.56,3.917,138.7281613,4.145,10,2012,43,-15701.18,-73155.99,77867.69,39409.01,-19592.49,59585.91,-13683.26,-284743.88,-124752.18,192089.51,-57917.09,245116.18,-58406.87,0.00 ,0.00 ,128456.64 ,0.87 ,244440.71 ,0.55 
3252,23-2012-11-05,11/5/2012,11/5/2012,23,"$1,321,914.34 ",0,52.9,3.947,138.0882667,4.125,11,2012,45,-25540.25,-15701.18,-73155.99,77867.69,39409.01,-19592.49,59585.91,-13683.26,-284743.88,-124752.18,192089.51,-57917.09,245116.18,0.00 ,0.00 ,128456.64 ,0.87 ,244440.71 ,0.55 
3253,23-2012-12-10,12/10/2012,12/10/2012,23,"$1,412,925.25 ",0,48.1,4.029,138.9117,4.145,12,2012,50,91010.91,-25540.25,-15701.18,-73155.99,77867.69,39409.01,-19592.49,59585.91,-13683.26,-284743.88,-124752.18,192089.51,-57917.09,0.00 ,0.00 ,128456.64 ,0.87 ,244440.71 ,0.55 
3254,24-2010-02-04,2/4/2010,2/4/2010,24,"$1,478,321.26 ",0,45.22,2.957,131.9019677,8.211,2,2010,5,263048.06,91010.91,-25540.25,-15701.18,-73155.99,77867.69,39409.01,-19592.49,59585.91,-13683.26,-284743.88,-124752.18,192089.51,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3255,24-2010-02-07,2/7/2010,2/7/2010,24,"$1,563,387.94 ",0,71.12,2.958,132.5218667,8.117,2,2010,5,85066.68,263048.06,91010.91,-25540.25,-15701.18,-73155.99,77867.69,39409.01,-19592.49,59585.91,-13683.26,-284743.88,-124752.18,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3256,24-2010-02-19,2/19/2010,2/19/2010,24,"$1,385,362.49 ",0,31.05,2.909,131.637,8.326,2,2010,7,-178025.45,85066.68,263048.06,91010.91,-25540.25,-15701.18,-73155.99,77867.69,39409.01,-19592.49,59585.91,-13683.26,-284743.88,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3257,24-2010-02-26,2/26/2010,2/26/2010,24,"$1,158,722.74 ",0,33.98,2.91,131.686,8.326,2,2010,8,-226639.75,-178025.45,85066.68,263048.06,91010.91,-25540.25,-15701.18,-73155.99,77867.69,39409.01,-19592.49,59585.91,-13683.26,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3258,24-2010-03-09,3/9/2010,3/9/2010,24,"$1,366,381.60 ",0,73.52,2.86,132.7248387,8.117,3,2010,10,207658.86,-226639.75,-178025.45,85066.68,263048.06,91010.91,-25540.25,-15701.18,-73155.99,77867.69,39409.01,-19592.49,59585.91,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3259,24-2010-03-12,3/12/2010,3/12/2010,24,"$1,413,302.70 ",0,37.08,3.2,132.7566667,8.275,3,2010,10,46921.1,207658.86,-226639.75,-178025.45,85066.68,263048.06,91010.91,-25540.25,-15701.18,-73155.99,77867.69,39409.01,-19592.49,1433114.84 ,1338130.28 ,85939.76 ,0.87 ,177689.54 ,0.44 
3260,24-2010-03-19,3/19/2010,3/19/2010,24,"$1,222,511.29 ",0,46.09,2.96,131.8242903,8.326,3,2010,11,-190791.41,46921.1,207658.86,-226639.75,-178025.45,85066.68,263048.06,91010.91,-25540.25,-15701.18,-73155.99,77867.69,39409.01,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3261,24-2010-03-26,3/26/2010,3/26/2010,24,"$1,258,311.56 ",0,48.87,2.963,131.863129,8.326,3,2010,12,35800.27,-190791.41,46921.1,207658.86,-226639.75,-178025.45,85066.68,263048.06,91010.91,-25540.25,-15701.18,-73155.99,77867.69,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3262,24-2010-04-06,4/6/2010,4/6/2010,24,"$1,566,668.91 ",0,71.99,3.006,132.3648387,8.211,4,2010,14,308357.35,35800.27,-190791.41,46921.1,207658.86,-226639.75,-178025.45,85066.68,263048.06,91010.91,-25540.25,-15701.18,-73155.99,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3263,24-2010-04-16,4/16/2010,4/16/2010,24,"$1,268,266.72 ",0,51.08,3.01,131.9809,8.211,4,2010,15,-298402.19,308357.35,35800.27,-190791.41,46921.1,207658.86,-226639.75,-178025.45,85066.68,263048.06,91010.91,-25540.25,-15701.18,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3264,24-2010-04-23,4/23/2010,4/23/2010,24,"$1,264,117.01 ",0,51.07,3.021,132.0226667,8.211,4,2010,16,-4149.71,-298402.19,308357.35,35800.27,-190791.41,46921.1,207658.86,-226639.75,-178025.45,85066.68,263048.06,91010.91,-25540.25,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3265,24-2010-04-30,4/30/2010,4/30/2010,24,"$1,259,877.19 ",0,51.48,3.042,132.0644333,8.211,4,2010,17,-4239.82,-4149.71,-298402.19,308357.35,35800.27,-190791.41,46921.1,207658.86,-226639.75,-178025.45,85066.68,263048.06,91010.91,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3266,24-2010-05-02,5/2/2010,5/2/2010,24,"$1,388,725.63 ",0,22.43,2.954,131.5279032,8.326,5,2010,17,128848.44,-4239.82,-4149.71,-298402.19,308357.35,35800.27,-190791.41,46921.1,207658.86,-226639.75,-178025.45,85066.68,263048.06,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3267,24-2010-05-03,5/3/2010,5/3/2010,24,"$1,412,387.37 ",0,36.73,2.919,131.735,8.326,5,2010,18,23661.74,128848.44,-4239.82,-4149.71,-298402.19,308357.35,35800.27,-190791.41,46921.1,207658.86,-226639.75,-178025.45,85066.68,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3268,24-2010-05-11,5/11/2010,5/11/2010,24,"$1,285,358.01 ",0,42.2,3.049,132.9245806,8.275,5,2010,19,-127029.36,23661.74,128848.44,-4239.82,-4149.71,-298402.19,308357.35,35800.27,-190791.41,46921.1,207658.86,-226639.75,-178025.45,1292421.11 ,1258417.25 ,85939.76 ,0.87 ,177689.54 ,0.44 
3269,24-2010-05-14,5/14/2010,5/14/2010,24,"$1,346,783.35 ",0,51.31,3.112,132.152129,8.211,5,2010,19,61425.34,-127029.36,23661.74,128848.44,-4239.82,-4149.71,-298402.19,308357.35,35800.27,-190791.41,46921.1,207658.86,-226639.75,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3270,24-2010-05-21,5/21/2010,5/21/2010,24,"$1,283,482.85 ",0,60.44,3.096,132.2230323,8.211,5,2010,20,-63300.5,61425.34,-127029.36,23661.74,128848.44,-4239.82,-4149.71,-298402.19,308357.35,35800.27,-190791.41,46921.1,207658.86,1315569.31 ,1278150.37 ,85939.76 ,0.87 ,177689.54 ,0.44 
3271,24-2010-05-28,5/28/2010,5/28/2010,24,"$1,473,868.15 ",0,69.59,3.046,132.2939355,8.211,5,2010,21,190385.3,-63300.5,61425.34,-127029.36,23661.74,128848.44,-4239.82,-4149.71,-298402.19,308357.35,35800.27,-190791.41,46921.1,1441424.30 ,1424552.37 ,85939.76 ,0.87 ,177689.54 ,0.44 
3272,24-2010-06-08,6/8/2010,6/8/2010,24,"$1,442,819.28 ",0,74.54,2.942,132.6141935,8.117,6,2010,23,-31048.87,190385.3,-63300.5,61425.34,-127029.36,23661.74,128848.44,-4239.82,-4149.71,-298402.19,308357.35,35800.27,-190791.41,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3273,24-2010-06-18,6/18/2010,6/18/2010,24,"$1,354,168.18 ",0,67.17,2.942,132.4733333,8.211,6,2010,24,-88651.1,-31048.87,190385.3,-63300.5,61425.34,-127029.36,23661.74,128848.44,-4239.82,-4149.71,-298402.19,308357.35,35800.27,1348059.29 ,1326877.32 ,85939.76 ,0.87 ,177689.54 ,0.44 
3274,24-2010-06-25,6/25/2010,6/25/2010,24,"$1,399,073.75 ",0,74.9,2.958,132.4976,8.211,6,2010,25,44905.57,-88651.1,-31048.87,190385.3,-63300.5,61425.34,-127029.36,23661.74,128848.44,-4239.82,-4149.71,-298402.19,308357.35,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3275,24-2010-07-05,7/5/2010,7/5/2010,24,"$1,409,705.03 ",0,66.65,3.095,132.1062,8.211,7,2010,27,10631.28,44905.57,-88651.1,-31048.87,190385.3,-63300.5,61425.34,-127029.36,23661.74,128848.44,-4239.82,-4149.71,-298402.19,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3276,24-2010-07-16,7/16/2010,7/16/2010,24,"$1,418,697.05 ",0,76.56,2.933,132.5667742,8.117,7,2010,28,8992.02,10631.28,44905.57,-88651.1,-31048.87,190385.3,-63300.5,61425.34,-127029.36,23661.74,128848.44,-4239.82,-4149.71,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3277,24-2010-07-23,7/23/2010,7/23/2010,24,"$1,333,740.35 ",0,75.27,2.924,132.5825806,8.117,7,2010,29,-84956.7,8992.02,10631.28,44905.57,-88651.1,-31048.87,190385.3,-63300.5,61425.34,-127029.36,23661.74,128848.44,-4239.82,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3278,24-2010-07-30,7/30/2010,7/30/2010,24,"$1,387,517.63 ",0,75.91,2.932,132.5983871,8.117,7,2010,30,53777.28,-84956.7,8992.02,10631.28,44905.57,-88651.1,-31048.87,190385.3,-63300.5,61425.34,-127029.36,23661.74,128848.44,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3279,24-2010-08-10,8/10/2010,8/10/2010,24,"$1,361,944.94 ",0,54.82,2.903,132.7516667,8.275,8,2010,32,-25572.69,53777.28,-84956.7,8992.02,10631.28,44905.57,-88651.1,-31048.87,190385.3,-63300.5,61425.34,-127029.36,23661.74,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3280,24-2010-08-13,8/13/2010,8/13/2010,24,"$1,384,243.75 ",0,74.17,2.923,132.63,8.117,8,2010,32,22298.81,-25572.69,53777.28,-84956.7,8992.02,10631.28,44905.57,-88651.1,-31048.87,190385.3,-63300.5,61425.34,-127029.36,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3281,24-2010-08-20,8/20/2010,8/20/2010,24,"$1,375,307.54 ",0,72.17,2.913,132.6616129,8.117,8,2010,33,-8936.21,22298.81,-25572.69,53777.28,-84956.7,8992.02,10631.28,44905.57,-88651.1,-31048.87,190385.3,-63300.5,61425.34,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3282,24-2010-08-27,8/27/2010,8/27/2010,24,"$1,350,059.35 ",0,67,2.885,132.6932258,8.117,8,2010,34,-25248.19,-8936.21,22298.81,-25572.69,53777.28,-84956.7,8992.02,10631.28,44905.57,-88651.1,-31048.87,190385.3,-63300.5,1351232.68 ,1323421.93 ,85939.76 ,0.87 ,177689.54 ,0.44 
3283,24-2010-09-04,9/4/2010,9/4/2010,24,"$1,379,579.63 ",0,62.06,2.992,131.9408065,8.211,9,2010,35,29520.28,-25248.19,-8936.21,22298.81,-25572.69,53777.28,-84956.7,8992.02,10631.28,44905.57,-88651.1,-31048.87,190385.3,1359059.93 ,1333441.66 ,85939.76 ,0.87 ,177689.54 ,0.44 
3284,24-2010-09-07,9/7/2010,9/7/2010,24,"$1,665,502.55 ",0,79.05,2.94,132.5461333,8.117,9,2010,36,285922.92,29520.28,-25248.19,-8936.21,22298.81,-25572.69,53777.28,-84956.7,8992.02,10631.28,44905.57,-88651.1,-31048.87,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3285,24-2010-09-17,9/17/2010,9/17/2010,24,"$1,273,295.46 ",0,60.31,2.846,132.7670667,8.117,9,2010,37,-392207.09,285922.92,29520.28,-25248.19,-8936.21,22298.81,-25572.69,53777.28,-84956.7,8992.02,10631.28,44905.57,-88651.1,1270000.16 ,1283588.38 ,85939.76 ,0.87 ,177689.54 ,0.44 
3286,24-2010-09-24,9/24/2010,9/24/2010,24,"$1,169,413.27 ",0,64.3,2.837,132.7619333,8.117,9,2010,38,-103882.19,-392207.09,285922.92,29520.28,-25248.19,-8936.21,22298.81,-25572.69,53777.28,-84956.7,8992.02,10631.28,44905.57,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3287,24-2010-10-09,10/9/2010,10/9/2010,24,"$1,474,498.59 ",1,67.11,2.837,132.7564516,8.117,10,2010,40,305085.32,-103882.19,-392207.09,285922.92,29520.28,-25248.19,-8936.21,22298.81,-25572.69,53777.28,-84956.7,8992.02,10631.28,1546941.62 ,1580983.04 ,85939.76 ,0.87 ,177689.54 ,0.44 
3288,24-2010-10-12,10/12/2010,10/12/2010,24,"$1,593,012.75 ",0,27.11,3.255,132.6764,8.275,10,2010,41,118514.16,305085.32,-103882.19,-392207.09,285922.92,29520.28,-25248.19,-8936.21,22298.81,-25572.69,53777.28,-84956.7,8992.02,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3289,24-2010-10-15,10/15/2010,10/15/2010,24,"$1,300,806.74 ",0,52.83,2.999,132.7633548,8.275,10,2010,41,-292206.01,118514.16,305085.32,-103882.19,-392207.09,285922.92,29520.28,-25248.19,-8936.21,22298.81,-25572.69,53777.28,-84956.7,1266876.04 ,1272391.67 ,85939.76 ,0.87 ,177689.54 ,0.44 
3290,24-2010-10-22,10/22/2010,10/22/2010,24,"$1,234,875.33 ",0,48.69,3.049,132.8170968,8.275,10,2010,42,-65931.41,-292206.01,118514.16,305085.32,-103882.19,-392207.09,285922.92,29520.28,-25248.19,-8936.21,22298.81,-25572.69,53777.28,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3291,24-2010-10-29,10/29/2010,10/29/2010,24,"$1,244,925.94 ",0,57.29,3.055,132.8708387,8.275,10,2010,43,10050.61,-65931.41,-292206.01,118514.16,305085.32,-103882.19,-392207.09,285922.92,29520.28,-25248.19,-8936.21,22298.81,-25572.69,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3292,24-2010-11-06,11/6/2010,11/6/2010,24,"$1,375,458.21 ",0,64.84,2.972,132.4357419,8.211,11,2010,44,130532.27,10050.61,-65931.41,-292206.01,118514.16,305085.32,-103882.19,-392207.09,285922.92,29520.28,-25248.19,-8936.21,22298.81,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3293,24-2010-11-19,11/19/2010,11/19/2010,24,"$1,277,150.60 ",0,45.63,3.138,132.9172,8.275,11,2010,46,-98307.61,130532.27,10050.61,-65931.41,-292206.01,118514.16,305085.32,-103882.19,-392207.09,285922.92,29520.28,-25248.19,-8936.21,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3294,24-2010-11-26,11/26/2010,11/26/2010,24,"$1,779,276.51 ",1,41.92,3.186,132.8369333,8.275,11,2010,47,502125.91,-98307.61,130532.27,10050.61,-65931.41,-292206.01,118514.16,305085.32,-103882.19,-392207.09,285922.92,29520.28,-25248.19,1713131.08 ,1565575.32 ,85939.76 ,0.87 ,177689.54 ,0.44 
3295,24-2010-12-02,12/2/2010,12/2/2010,24,"$1,414,107.10 ",1,25.94,2.94,131.5866129,8.326,12,2010,48,-365169.41,502125.91,-98307.61,130532.27,10050.61,-65931.41,-292206.01,118514.16,305085.32,-103882.19,-392207.09,285922.92,29520.28,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3296,24-2010-12-03,12/3/2010,12/3/2010,24,"$1,309,340.16 ",0,42.31,2.938,131.784,8.326,12,2010,48,-104766.94,-365169.41,502125.91,-98307.61,130532.27,10050.61,-65931.41,-292206.01,118514.16,305085.32,-103882.19,-392207.09,285922.92,1293932.02 ,1275909.38 ,85939.76 ,0.87 ,177689.54 ,0.44 
3297,24-2010-12-11,12/11/2010,12/11/2010,24,"$1,312,877.01 ",0,41.76,3.065,132.9783226,8.275,12,2010,49,3536.85,-104766.94,-365169.41,502125.91,-98307.61,130532.27,10050.61,-65931.41,-292206.01,118514.16,305085.32,-103882.19,-392207.09,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3298,24-2010-12-17,12/17/2010,12/17/2010,24,"$1,663,525.77 ",0,27.99,3.301,132.6804516,8.275,12,2010,50,350648.76,3536.85,-104766.94,-365169.41,502125.91,-98307.61,130532.27,10050.61,-65931.41,-292206.01,118514.16,305085.32,-103882.19,1574102.57 ,1564954.57 ,85939.76 ,0.87 ,177689.54 ,0.44 
3299,24-2010-12-24,12/24/2010,12/24/2010,24,"$2,386,015.75 ",0,27.74,3.309,132.7477419,8.275,12,2010,51,722489.98,350648.76,3536.85,-104766.94,-365169.41,502125.91,-98307.61,130532.27,10050.61,-65931.41,-292206.01,118514.16,305085.32,2030069.96 ,1560862.18 ,85939.76 ,0.87 ,177689.54 ,0.44 
3300,24-2010-12-31,12/31/2010,12/31/2010,24,"$1,208,600.05 ",1,25.9,3.336,132.8150323,8.275,12,2010,52,-1177415.7,722489.98,350648.76,3536.85,-104766.94,-365169.41,502125.91,-98307.61,130532.27,10050.61,-65931.41,-292206.01,118514.16,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3301,24-2011-01-04,1/4/2011,1/4/2011,24,"$1,163,803.30 ",0,35.73,3.811,134.0682581,8.212,1,2011,1,-44796.75,-1177415.7,722489.98,350648.76,3536.85,-104766.94,-365169.41,502125.91,-98307.61,130532.27,10050.61,-65931.41,-292206.01,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3302,24-2011-01-07,1/7/2011,1/7/2011,24,"$1,445,596.61 ",0,70.27,3.916,135.4468,8.358,1,2011,1,281793.31,-44796.75,-1177415.7,722489.98,350648.76,3536.85,-104766.94,-365169.41,502125.91,-98307.61,130532.27,10050.61,-65931.41,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3303,24-2011-01-14,1/14/2011,1/14/2011,24,"$1,167,740.20 ",0,22.41,3.367,132.9510645,8.252,1,2011,2,-277856.41,281793.31,-44796.75,-1177415.7,722489.98,350648.76,3536.85,-104766.94,-365169.41,502125.91,-98307.61,130532.27,10050.61,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3304,24-2011-01-21,1/21/2011,1/21/2011,24,"$1,107,170.39 ",0,23.69,3.391,133.0285161,8.252,1,2011,3,-60569.81,-277856.41,281793.31,-44796.75,-1177415.7,722489.98,350648.76,3536.85,-104766.94,-365169.41,502125.91,-98307.61,130532.27,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3305,24-2011-01-28,1/28/2011,1/28/2011,24,"$1,126,921.34 ",0,17.91,3.402,133.1059677,8.252,1,2011,4,19750.95,-60569.81,-277856.41,281793.31,-44796.75,-1177415.7,722489.98,350648.76,3536.85,-104766.94,-365169.41,502125.91,-98307.61,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3306,24-2011-02-09,2/9/2011,2/9/2011,24,"$1,196,105.44 ",0,68.14,3.879,136.2440968,8.358,2,2011,6,69184.1,19750.95,-60569.81,-277856.41,281793.31,-44796.75,-1177415.7,722489.98,350648.76,3536.85,-104766.94,-365169.41,502125.91,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3307,24-2011-02-12,2/12/2011,2/12/2011,24,"$1,335,647.10 ",0,47.21,3.666,136.4909333,8.454,2,2011,6,139541.66,69184.1,19750.95,-60569.81,-277856.41,281793.31,-44796.75,-1177415.7,722489.98,350648.76,3536.85,-104766.94,-365169.41,1356937.93 ,1420948.67 ,85939.76 ,0.87 ,177689.54 ,0.44 
3308,24-2011-02-18,2/18/2011,2/18/2011,24,"$1,360,150.12 ",0,34.04,3.42,133.3701429,8.252,2,2011,7,24503.02,139541.66,69184.1,19750.95,-60569.81,-277856.41,281793.31,-44796.75,-1177415.7,722489.98,350648.76,3536.85,-104766.94,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3309,24-2011-02-25,2/25/2011,2/25/2011,24,"$1,235,121.33 ",0,26.09,3.452,133.4921429,8.252,2,2011,8,-125028.79,24503.02,139541.66,69184.1,19750.95,-60569.81,-277856.41,281793.31,-44796.75,-1177415.7,722489.98,350648.76,3536.85,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3310,24-2011-03-06,3/6/2011,3/6/2011,24,"$1,554,837.62 ",0,73.12,4.069,134.8551613,8.212,3,2011,9,319716.29,-125028.79,24503.02,139541.66,69184.1,19750.95,-60569.81,-277856.41,281793.31,-44796.75,-1177415.7,722489.98,350648.76,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
3311,24-2011-03-18,3/18/2011,3/18/2011,24,"$1,168,397.26 ",0,43.39,3.796,133.8492258,8.252,3,2011,11,-386440.36,319716.29,-125028.79,24503.02,139541.66,69184.1,19750.95,-60569.81,-277856.41,281793.31,-44796.75,-1177415.7,722489.98,0.00 ,0.00 ,85939.76 ,0.87 ,177689.54 ,0.44 
